values; percentile
524.25; 0.39
524.26; 0.39
524.26; 0.39
524.27; 0.39
524.29; 0.39
524.31; 0.39
524.31; 0.39
524.32; 0.39
524.32; 0.39
524.33; 0.39
524.33; 0.39
524.35; 0.39
524.37; 0.39
524.37; 0.39
524.40; 0.39
524.41; 0.39
524.41; 0.39
524.42; 0.39
524.42; 0.39
524.43; 0.39
524.43; 0.39
524.44; 0.39
524.44; 0.39
524.45; 0.39
524.46; 0.39
524.48; 0.39
524.48; 0.39
524.53; 0.39
524.53; 0.39
524.54; 0.39
524.54; 0.39
524.55; 0.40
524.55; 0.40
524.56; 0.40
524.57; 0.40
524.58; 0.40
524.59; 0.40
524.61; 0.40
524.61; 0.40
524.61; 0.40
524.61; 0.40
524.65; 0.40
524.67; 0.40
524.68; 0.40
524.69; 0.40
524.69; 0.40
524.71; 0.40
524.72; 0.40
524.72; 0.40
524.75; 0.40
524.75; 0.40
524.76; 0.40
524.79; 0.40
524.81; 0.40
524.81; 0.40
524.81; 0.40
524.81; 0.40
524.82; 0.40
524.83; 0.40
524.84; 0.40
524.85; 0.40
524.85; 0.40
524.85; 0.40
524.86; 0.40
524.87; 0.40
524.88; 0.40
524.88; 0.40
524.91; 0.41
524.93; 0.41
524.94; 0.41
524.94; 0.41
524.96; 0.41
524.96; 0.41
524.99; 0.41
525.00; 0.41
525.00; 0.41
525.02; 0.41
525.03; 0.41
525.03; 0.41
525.03; 0.41
525.05; 0.41
525.05; 0.41
525.05; 0.41
525.06; 0.41
525.07; 0.41
525.09; 0.41
525.10; 0.41
525.11; 0.41
525.11; 0.41
525.11; 0.41
525.12; 0.41
525.13; 0.41
525.14; 0.41
525.15; 0.41
525.15; 0.41
525.16; 0.41
525.17; 0.41
525.19; 0.41
525.20; 0.41
525.21; 0.41
525.23; 0.41
525.24; 0.41
525.26; 0.41
525.28; 0.41
525.29; 0.42
525.29; 0.42
525.31; 0.42
525.32; 0.42
525.33; 0.42
525.34; 0.42
525.37; 0.42
525.37; 0.42
525.41; 0.42
525.41; 0.42
525.43; 0.42
525.43; 0.42
525.47; 0.42
525.47; 0.42
525.48; 0.42
525.50; 0.42
525.51; 0.42
525.52; 0.42
525.53; 0.42
525.54; 0.42
525.54; 0.42
525.54; 0.42
525.54; 0.42
525.59; 0.42
525.61; 0.42
525.62; 0.42
525.62; 0.42
525.62; 0.42
525.63; 0.42
525.64; 0.42
525.65; 0.42
525.66; 0.42
525.67; 0.42
525.68; 0.42
525.70; 0.42
525.71; 0.43
525.71; 0.43
525.74; 0.43
525.74; 0.43
525.75; 0.43
525.76; 0.43
525.76; 0.43
525.77; 0.43
525.78; 0.43
525.78; 0.43
525.80; 0.43
525.80; 0.43
525.81; 0.43
525.85; 0.43
525.86; 0.43
525.87; 0.43
525.88; 0.43
525.91; 0.43
525.91; 0.43
525.92; 0.43
525.93; 0.43
525.95; 0.43
525.97; 0.43
525.99; 0.43
525.99; 0.43
526.04; 0.43
526.06; 0.43
526.08; 0.43
526.08; 0.43
526.08; 0.43
526.10; 0.43
526.12; 0.43
526.14; 0.43
526.14; 0.43
526.15; 0.43
526.16; 0.44
526.16; 0.44
526.17; 0.44
526.18; 0.44
526.20; 0.44
526.21; 0.44
526.21; 0.44
526.22; 0.44
526.23; 0.44
526.23; 0.44
526.23; 0.44
526.24; 0.44
526.26; 0.44
526.26; 0.44
526.28; 0.44
526.28; 0.44
526.30; 0.44
526.34; 0.44
526.34; 0.44
526.35; 0.44
526.36; 0.44
526.36; 0.44
526.37; 0.44
526.38; 0.44
526.40; 0.44
526.40; 0.44
526.42; 0.44
526.42; 0.44
526.44; 0.44
526.47; 0.44
526.48; 0.44
526.53; 0.44
526.54; 0.44
526.56; 0.44
526.56; 0.44
526.56; 0.44
526.57; 0.44
526.63; 0.44
526.64; 0.45
526.64; 0.45
526.64; 0.45
526.66; 0.45
526.68; 0.45
526.69; 0.45
526.73; 0.45
526.75; 0.45
526.76; 0.45
526.78; 0.45
526.79; 0.45
526.79; 0.45
526.82; 0.45
526.83; 0.45
526.84; 0.45
526.84; 0.45
526.85; 0.45
526.85; 0.45
526.87; 0.45
526.92; 0.45
526.94; 0.45
526.98; 0.45
526.98; 0.45
526.99; 0.45
526.99; 0.45
527.02; 0.45
527.03; 0.45
527.05; 0.45
527.07; 0.45
527.10; 0.45
527.10; 0.45
527.13; 0.45
527.15; 0.45
527.20; 0.45
527.23; 0.45
527.26; 0.45
527.29; 0.46
527.32; 0.46
527.36; 0.46
527.37; 0.46
527.40; 0.46
527.41; 0.46
527.41; 0.46
527.48; 0.46
527.50; 0.46
527.54; 0.46
527.58; 0.46
527.59; 0.46
527.63; 0.46
527.63; 0.46
527.63; 0.46
527.68; 0.46
527.74; 0.46
527.76; 0.46
527.78; 0.46
527.78; 0.46
527.87; 0.46
527.93; 0.46
527.94; 0.46
527.98; 0.46
527.98; 0.46
528.00; 0.46
528.04; 0.46
528.12; 0.46
528.18; 0.46
528.22; 0.46
528.25; 0.46
528.26; 0.46
528.30; 0.46
528.36; 0.46
528.37; 0.46
528.39; 0.47
528.45; 0.47
528.46; 0.47
528.47; 0.47
528.58; 0.47
528.61; 0.47
528.61; 0.47
528.62; 0.47
528.64; 0.47
528.65; 0.47
528.71; 0.47
528.73; 0.47
528.75; 0.47
528.76; 0.47
528.95; 0.47
528.95; 0.47
529.10; 0.47
529.18; 0.47
529.20; 0.47
529.22; 0.47
529.32; 0.47
